sentence,label
amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,Positive
"the phone rings and a voice tells you you 've got seven days left to live . then you get another phone call warning you that if the video is n't back at blockbuster before midnight , you 're going to face frightening late fees . o . k . , not really .",Negative
". . . unlikable , uninteresting , unfunny , and completely , utterly inept .",Negative
"ultimately , it ponders the reasons we need stories so much .",Positive
as inept as big-screen remakes of the avengers and the wild wild west .,Negative
mariah carey gives us another peek at some of the magic we saw in glitter here in wisegirls .,Negative
eerily accurate depiction of depression .,Positive
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",Positive
a charmer from belgium .,Positive
"hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .",Negative
"it 's crafty , energetic and smart -- the kid is sort of like a fourteen-year old ferris bueller .",Positive
"long before it 's over , you 'll be thinking of 51 ways to leave this loser .",Negative
"the performances are immaculate , with roussillon providing comic relief .",Positive
it 's difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks .,Negative
"a sly female empowerment movie , although not in a way anyone would expect .",Positive
"although it lacks the detail of the book , the film does pack some serious suspense .",Positive
the story alone could force you to scratch a hole in your head .,Negative
"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",Negative
norton holds the film together .,Positive
outrageousness is all plympton seemed to be going for this time . we miss the quirky amazement that used to come along for an integral part of the ride .,Negative
"more concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , soderbergh 's solaris is a gorgeous and deceptively minimalist cinematic tone poem .",Positive
"producer john penotti surveyed high school students . . . and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . `` ignoring that , he made swimfan anyway",Negative
. . . `` bowling for columbine `` remains a disquieting and thought-provoking film . . .,Positive
"an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .",Negative
"a timely look back at civil disobedience , anti-war movements and the power of strong voices .",Positive
"the plot 's clearly mythic structure may owe more to disney 's strong sense of formula than to the original story . but while the highly predictable narrative falls short , treasure planet is truly gorgeous to behold .",Negative
"if ever a concept came handed down from the movie gods on a silver platter , this is it . if ever such a dependable concept was botched in execution , this is it .",Negative
